"Driver.ID","First.Name","Last.Name","Number.of.Violations","Number.of.Accidents","Marital.Status","Gender","Miles.to.work","Primary.Vehicle.Use","Date.of.Birth","Vehicle.ID"
26964,"Charlene","Mccooey",3,0,"S","M","18","Leisure","11/9/1993","6"
26965,"Hong","Moler",1,1,"D","M","21","Work","8/30/1992","82"
26966,"Kamala","Rotermund",3,1,"S","M","9","Leisure","12/13/1976","60"
26967,"Margarett","Samrah",2,0,"S","M","39","Work","12/22/1953","81"
26968,"Shirlene","Stanish",0,0,"M","F","8","Work","10/3/1992","40"
26969,"Felton","Willhoite",1,0,"S","M","30","Work","7/26/1966","42"
26970,"Lawrence","Ruffer",0,0,"S","M","12","Work","8/26/1986","22"
26971,"Dewayne","Deruyter",4,2,"S","F","7","Work","5/6/1997","86"
26972,"Lorrine","Ferlic",3,1,"S","F","6","Work","2/14/1961","54"
26973,"Antoine","Cazaree",5,3,"S","F","29","Work","8/5/1993","39"
26974,"Elliott","Deering",0,0,"S","F","2","Work","10/30/1983","51"
26975,"Somer","Costner",5,0,"S","F","37","Work","12/28/1961","69"
26976,"Avril","Devaughan",4,2,"S","M","33","Work","2/25/1981","63"
26977,"Barbra","Goerges",1,1,"M","F","5","Work","7/25/1991","82"
26978,"Blondell","Sanquenetti",2,0,"S","F","29","Work","5/28/1966","80"
26979,"Eladia","Harlin",0,0,"M","F","10","Work","10/13/1986","76"
26980,"Merna","Furlotte",1,0,"S","M","40","Leisure","1/13/1987","79"
26981,"Marielle","Meske",3,1,"S","F","11","Leisure","3/1/1967","36"
26982,"Gisele","Keiper",4,0,"S","F","12","Work","4/30/1996","50"
26983,"Catina","Moilien",2,0,"M","M","26","Leisure","7/1/1988","82"
26984,"Margret","Spangler",3,0,"D","M","33","Work","1/18/1992","21"
26985,"Santina","Maisel",1,0,"M","F","5","Work","2/22/1996","25"
26986,"Sherley","Stellato",4,2,"S","M","19","Work","9/6/1994","84"
26987,"Latesha","Pendarvis",4,1,"S","F","30","Leisure","2/12/1978","36"
26988,"Rosalie","Briceno",3,1,"D","F","33","Work","2/5/1991","82"
26989,"Elaina","Scovell",6,0,"M","M","25","Leisure","5/10/1965","54"
26990,"Saturnina","Sherburne",3,0,"D","F","22","Work","2/26/1988","54"
26991,"Claudio","Uptain",0,0,"S","F","11","Work","7/26/1962","33"
26992,"Paulina","Dethomas",3,0,"S","F","17","Leisure","1/16/1973","38"
26993,"Obdulia","Weppler",2,0,"M","F","12","Work","5/25/1991","36"
26994,"Jerry","Kanniard",0,2,"S","M","3","Leisure","8/1/1990","81"
26995,"Delaine","Puhuyaoma",2,0,"S","F","29","Work","9/22/1957","63"
26996,"Velia","Upshaw",1,0,"S","M","3","Work","12/17/1997","38"
26997,"Jeannetta","Overlie",6,4,"M","F","36","Work","5/10/1988","48"
26998,"Sherron","Downhour",0,0,"M","F","27","Work","3/28/1971","79"
26999,"Fritz","Durkes",5,0,"M","M","37","Leisure","7/7/1990","80"
27000,"Sima","Dominik",3,0,"M","M","13","Work","4/13/1989","87"
27001,"Arron","Hoch",3,1,"M","M","29","Work","9/24/1997","25"
27002,"Meta","Schadt",5,2,"S","F","36","Leisure","12/6/1988","85"
27003,"Cody","Imler",3,1,"D","F","NULL","Work","NULL","79"
27004,"China","Husky",3,0,"M","M","19","Work","8/10/1962","41"
27005,"Willette","Lovisone",5,0,"S","M","3","Leisure","10/23/1992","20"
27006,"Karey","Fabros",2,0,"S","F","4","Work","7/9/1952","42"
27007,"Karry","Hornstein",4,0,"M","M","17","Work","5/12/1987","63"
27008,"Joanie","Francher",3,0,"S","M","34","Work","7/17/1972","56"
27009,"Joyce","Tripi",4,0,"M","F","19","Work","2/22/1978","86"
27010,"Holli","Itkin",3,0,"S","F","9","Leisure","8/17/1968","78"
27011,"Teresita","Batley",3,0,"S","M","NULL","Work","NULL","67"
27012,"Krystal","Discon",4,0,"M","M","32","Work","7/30/1974","45"
27013,"Flo","Rung",0,1,"M","M","28","Work","3/8/1967","86"
27014,"Bok","Simplot",3,0,"S","M","1","Leisure","9/15/1984","59"
27015,"Janise","Tipre",3,0,"S","M","15","Leisure","3/3/1983","61"
27016,"Bobette","Mascarena",2,0,"S","M","30","Work","12/16/1996","11"
27017,"Monet","Galletta",3,0,"D","M","23","Work","3/25/1990","81"
27018,"Wendi","Gouveia",3,0,"M","F","1","Leisure","8/23/1962","45"
27019,"Elvie","Lich",1,0,"S","M","33","Leisure","10/24/1960","62"
27020,"Monika","Merrihew",1,0,"M","M","6","Work","12/31/1989","74"
27021,"Ariel","Vence",2,0,"S","F","24","Work","12/3/1992","27"
27022,"Thuy","Mccollester",6,0,"S","F","3","Work","1/18/1964","50"
27023,"Catheryn","Siangco",0,1,"M","F","25","Leisure","4/19/1964","59"
27024,"Phyliss","Livoti",2,0,"S","M","7","Work","6/2/1969","63"
27025,"Anisa","Archer",2,0,"S","M","2","Work","1/19/1997","75"
27026,"Eliseo","Jeske",3,1,"S","M","30","Leisure","7/1/1984","50"
27027,"Cleo","Vonarx",2,0,"S","M","17","Work","10/28/1970","30"
27028,"Edythe","Visher",0,0,"S","M","28","Work","3/11/1978","72"
27029,"Lorette","Whitsel",0,1,"S","M","15","Leisure","9/27/1996","30"
27030,"Britta","Hoetger",6,0,"S","M","29","Work","7/23/1986","21"
27031,"Eliseo","Bourgault",3,0,"S","F","17","Work","11/4/1983","87"
27032,"Belkis","Timmermann",2,0,"S","F","23","Work","8/19/1976","53"
27033,"Felipe","Heide",0,0,"S","M","29","Leisure","9/20/1995","21"
27034,"Delcie","Munteanu",0,0,"S","M","25","Leisure","10/26/1971","83"
27035,"Leonie","Brucie",1,0,"S","M","15","Work","2/20/1998","42"
27036,"Leeann","Picini",3,0,"S","M","13","Leisure","9/5/1964","85"
27037,"Zita","Schallhorn",1,1,"M","F","7","Work","9/3/1998","58"
27038,"Rhea","Clougher",2,0,"S","M","2","Work","12/7/1960","52"
27039,"Shantae","Rabeneck",4,1,"S","M","32","Work","1/30/1985","63"
27040,"Chau","Caruso",2,0,"S","M","13","Leisure","12/30/1998","4"
27041,"Janella","Roddey",1,1,"D","M","40","Work","5/30/1978","54"
27042,"Mona","Kazmierski",6,3,"S","M","30","Work","6/24/1987","40"
27043,"Fonda","Bjorkquist",2,0,"S","F","34","Work","7/14/1978","23"
27044,"Vannessa","Buesing",5,3,"S","M","15","Work","10/21/1964","50"
27045,"Theodora","Halgren",3,0,"S","M","16","Work","5/9/1994","78"
27046,"Wendy","Polizzi",3,0,"S","M","8","Work","7/22/1992","33"
27047,"Lianne","Liefer",0,0,"S","M","16","Work","11/25/1960","82"
27048,"Nelia","Roller",0,1,"S","M","16","Work","6/4/1977","31"
27049,"Roni","Turke",2,0,"M","F","20","Leisure","9/16/1994","13"
27050,"Candis","Im",4,0,"S","F","21","Work","3/27/1952","68"
27051,"Dominga","Mclarney",4,2,"S","F","NULL","Work","NULL","45"
27052,"Leoma","Nalbone",1,0,"S","F","6","Leisure","2/6/1996","18"
27053,"Hollis","Mcquerry",0,2,"S","M","28","Leisure","9/4/1997","9"
27054,"Lanelle","Royal",5,0,"D","M","29","Leisure","4/30/1987","54"
27055,"Petronila","Cooner",5,0,"S","F","25","Work","4/17/1967","59"
27056,"Elroy","Reph",0,1,"M","M","7","Leisure","8/1/1980","80"
27057,"Scarlet","Stfort",6,4,"S","M","12","Work","12/10/1986","29"
27058,"Fritz","Caspar",1,0,"M","F","40","Work","2/4/1981","74"
27059,"Coy","Hancox",3,0,"M","M","39","Leisure","2/8/1984","37"
27060,"So","Cyree",1,1,"M","F","15","Work","1/29/1969","51"
27061,"Adah","Neis",5,0,"S","M","NULL","Work","NULL","37"
27062,"Jenell","Rosenfeld",5,0,"M","M","29","Work","10/18/1982","55"
27063,"Bronwyn","Burga",5,2,"M","M","18","Work","12/28/1990","46"
27064,"Otha","Lones",5,2,"S","M","12","Work","1/3/1964","82"
27065,"Gisela","Timper",1,0,"S","F","23","Work","12/16/1943","52"
27066,"Faviola","Tong",6,3,"S","M","18","Leisure","6/19/1985","75"
27067,"Markita","Mcclory",4,2,"M","M","3","Leisure","2/1/1974","80"
27068,"Clarice","Loud",3,0,"D","M","10","Work","7/8/1983","10"
27069,"Shellie","Regal",2,0,"S","M","5","Work","6/2/1985","22"
27070,"Cynthia","Heerkes",3,0,"S","M","18","Work","1/1/1996","29"
27071,"Laraine","Lazarte",3,0,"M","F","15","Work","12/11/1972","87"
27072,"Samuel","Daill",4,0,"S","M","NULL","Work","NULL","3"
27073,"Hyun","Groupe",1,0,"S","M","7","Work","2/16/1988","42"
27074,"Claud","Score",3,0,"S","M","8","Work","10/25/1975","63"
27075,"Myrta","Veneri",2,0,"S","M","6","Work","11/16/1985","60"
27076,"Carlita","Cecchetti",0,0,"S","M","10","Work","6/19/1995","4"
27077,"Viki","Yennard",2,0,"S","M","33","Work","9/1/1968","52"
27078,"Salvatore","Oliveros",3,0,"M","M","40","Work","4/3/1989","61"
27079,"Salina","Wontor",3,0,"S","F","14","Work","3/22/1962","86"
27080,"Geneva","Attaway",3,0,"S","F","27","Work","1/4/1990","63"
27081,"Lessie","Komatz",0,0,"S","M","15","Work","1/14/1989","31"
27082,"Daniella","Sommerfield",3,0,"S","F","27","Leisure","12/1/1972","67"
27083,"Devorah","Bottrell",3,0,"M","F","27","Leisure","10/6/1979","81"
27084,"Dora","Depuydt",0,0,"M","M","5","Leisure","10/24/1971","74"
27085,"Franklyn","Swille",0,2,"S","M","26","Work","9/7/1997","37"
27086,"Marica","Barkema",0,0,"D","M","NULL","Work","NULL","37"
27087,"Marjorie","Neverman",3,0,"S","M","1","Work","7/16/1970","67"
27088,"Raisa","Cosden",5,0,"S","M","7","Leisure","4/13/1990","58"
27089,"Lasonya","Cotto",4,0,"S","M","11","Work","10/5/1970","70"
27090,"Minh","Stofko",0,0,"S","F","3","Leisure","6/23/1951","46"
27091,"Jodie","Delo",2,0,"M","M","NULL","Work","NULL","38"
27092,"Margert","Schleining",4,0,"S","M","5","Work","6/24/1962","43"
27093,"Adam","Dorr",1,1,"M","M","27","Work","2/4/1994","24"
27094,"Chuck","Cirella",0,0,"M","F","33","Work","5/10/1989","71"
27095,"Vena","Tayloe",2,0,"S","M","6","Leisure","3/30/1989","33"
27096,"Delora","Houska",4,0,"S","F","1","Work","9/13/1975","53"
27097,"Rosalia","Walawender",1,0,"S","M","13","Work","2/24/1962","49"
27098,"Annice","Kremple",2,0,"S","M","2","Leisure","12/22/1986","23"
27099,"Werner","Chaskey",3,0,"S","F","19","Work","10/23/1967","56"
27100,"My","Maltba",2,0,"S","M","24","Leisure","1/8/1987","9"
27101,"Luanne","Orduna",1,0,"S","F","12","Work","11/19/1993","46"
27102,"Mayola","Barbara",0,0,"S","M","34","Work","9/21/1964","84"
27103,"Janeth","Bronner",3,0,"S","F","38","Work","11/11/1960","48"
27104,"Margy","Just",2,0,"S","F","20","Work","9/28/1971","55"
27105,"Dodie","Minot",2,0,"S","M","6","Work","1/10/1992","24"
27106,"Marjory","Pallesen",3,0,"S","F","18","Work","12/16/1993","5"
27107,"Peter","Sotomayer",1,1,"S","F","13","Work","3/31/1992","2"
27108,"Leisa","Girvan",0,0,"S","M","22","Leisure","10/19/1965","83"
27109,"Jettie","Gano",3,0,"S","M","29","Work","1/23/1992","5"
27110,"Love","Schlee",5,0,"S","F","21","Leisure","1/6/1995","19"
27111,"Lacy","Estrin",2,0,"M","F","18","Work","7/16/1959","47"
27112,"Shawnee","Schubbe",3,1,"S","M","23","Work","7/7/1984","78"
27113,"Katrina","Dinitto",1,0,"M","M","30","Work","4/25/1974","50"
27114,"Ivana","Ordon",4,1,"D","M","16","Work","12/20/1961","50"
27115,"Pasty","Pullens",0,0,"M","M","31","Work","12/28/1968","48"
27116,"Carmela","Sakiestewa",4,2,"S","M","34","Work","11/12/1975","65"
27117,"Else","Ucha",3,0,"S","F","5","Work","3/29/1965","48"
27118,"Bethany","Burzynski",2,0,"D","M","38","Work","6/15/1984","56"
27119,"Gabriel","Dugar",2,0,"S","F","21","Leisure","7/19/1972","71"
27120,"Irina","Hadsall",0,2,"S","F","19","Work","5/28/1993","10"
27121,"Dean","Corbo",2,0,"M","M","16","Work","11/13/1996","81"
27122,"Grayce","Giesen",1,1,"S","M","8","Work","6/11/1978","45"
27123,"Buffy","Bona",4,0,"S","M","7","Work","2/13/1997","83"
27124,"Latashia","Ritchko",3,0,"S","F","33","Work","2/15/1984","81"
27125,"Bell","Spratlen",5,1,"S","M","7","Work","2/6/1992","46"
27126,"Devora","Belschner",0,0,"S","F","27","Work","9/27/1981","77"
27127,"Albina","Pasho",0,0,"S","M","9","Work","12/21/1962","70"
27128,"William","Kummer",4,2,"S","M","5","Work","5/7/1994","59"
27129,"Ardell","Arendash",5,1,"S","M","31","Work","9/23/1991","11"
27130,"Merlene","Kreidel",6,1,"S","F","NULL","Work","NULL","71"
27131,"Rebbeca","Dingmann",6,0,"D","M","11","Leisure","12/11/1993","30"
27132,"Cristina","Saar",5,0,"S","M","32","Leisure","11/26/1964","42"
27133,"Constance","Brug",2,0,"S","F","28","Work","9/28/1995","60"
27134,"Maris","Lavear",2,0,"M","M","12","Work","5/23/1954","70"
27135,"Torri","Valasquez",3,1,"S","F","6","Work","2/23/1985","68"
27136,"Erich","Ronning",0,0,"S","M","40","Leisure","5/8/1966","53"
27137,"Joline","Warren",6,0,"M","M","35","Work","9/23/1970","39"
27138,"Kaitlin","Dupuy",1,0,"D","F","35","Leisure","2/16/1955","75"
27139,"Audrey","Casares",0,0,"S","M","8","Work","9/25/1972","79"
27140,"Miquel","Hoskyns",4,2,"S","M","2","Work","11/21/1984","74"
27141,"Loris","Ringrose",1,0,"S","M","22","Work","11/21/1996","18"
27142,"Cherly","Pocasangre",2,0,"S","M","20","Leisure","8/9/1977","66"
27143,"Sonia","Grindell",3,1,"M","M","20","Work","8/28/1992","22"
27144,"Suzann","Beverly",5,0,"S","F","33","Work","4/25/1968","59"
27145,"Tiffanie","Kirlin",4,0,"M","M","1","Leisure","2/13/1975","73"
27146,"Leslee","Tsinnie",4,0,"S","M","10","Work","7/11/1984","59"
27147,"Kacie","Botos",5,0,"S","M","5","Work","1/30/1980","71"
27148,"Travis","Siepker",4,0,"D","M","12","Work","9/5/1964","28"
27149,"Tillie","Delveechio",0,0,"S","F","35","Leisure","10/27/1974","55"
27150,"Rosette","Wendelberger",3,0,"S","M","18","Work","8/29/1991","40"
27151,"Joann","Molyneux",0,0,"S","F","38","Work","2/9/1942","84"
27152,"Precious","Donnel",1,1,"S","M","19","Work","12/8/1963","39"
27153,"Ashleigh","Grzyb",3,0,"S","M","11","Work","8/5/1961","58"
27154,"Lin","Alger",0,0,"S","M","9","Leisure","7/25/1980","55"
27155,"Leeann","Petross",3,0,"M","M","31","Work","1/26/1986","82"
27156,"Mana","Darrow",3,1,"S","M","37","Work","8/3/1978","82"
27157,"Refugio","Parviainen",5,0,"S","M","6","Leisure","1/9/1969","40"
27158,"Tyler","Rotton",1,1,"S","F","19","Work","12/18/1963","72"
27159,"Mitchell","Schwizer",2,0,"S","M","7","Work","3/24/1953","81"
27160,"Iola","Arseneau",3,0,"S","M","9","Work","4/21/1996","79"
27161,"Pok","Brailsford",4,2,"S","F","12","Work","12/10/1993","87"
27162,"Roslyn","Nave",0,1,"S","M","38","Work","4/30/1980","54"
27163,"Thora","Schomburg",3,0,"S","M","28","Work","9/18/1999","59"
27164,"Junita","Pettengill",2,0,"M","F","12","Work","9/25/1989","32"
27165,"Dollie","Colabella",3,0,"M","M","16","Work","5/15/1992","18"
27166,"Barbie","Delmundo",3,0,"S","M","40","Work","9/9/1988","75"
27167,"Annamarie","Taberski",0,0,"M","M","9","Leisure","1/18/1959","67"
27168,"Rosemary","Flesher",1,0,"S","M","17","Work","12/13/1964","71"
27169,"Maureen","Reamer",3,0,"S","F","21","Work","10/2/1987","9"
27170,"Vania","Corda",1,0,"M","M","29","Work","6/23/1986","32"
27171,"Erminia","Rosebur",1,0,"M","M","23","Work","11/16/1991","43"
27172,"Vance","Worthy",1,0,"M","F","27","Work","7/29/1984","53"
27173,"Casandra","Stford",3,1,"S","F","33","Work","8/13/1977","86"
27174,"Jean","Lauren",2,0,"S","F","18","Leisure","1/6/1978","61"
27175,"Hilde","Bevers",2,0,"S","M","19","Leisure","3/2/1996","51"
27176,"Willetta","Vivenzio",0,0,"M","M","11","Work","1/23/1978","75"
27177,"Earnest","Donchez",6,0,"M","F","5","Work","9/26/1981","20"
27178,"Janette","Depasquale",2,0,"S","M","12","Leisure","7/18/1963","71"
27179,"Antwan","Lopez",3,0,"M","F","14","Work","8/3/1997","80"
27180,"Sharell","Dar",4,0,"S","F","11","Work","2/25/1967","42"
27181,"Tameika","Rice",3,1,"S","M","31","Work","11/20/1982","86"
27182,"Randa","Malay",1,1,"S","F","1","Work","6/13/1967","36"
27183,"Dana","Bernoski",2,0,"S","M","5","Work","5/13/1992","52"
27184,"Patrica","Souza",1,0,"S","F","22","Work","1/19/1975","71"
27185,"Nelda","Romay",4,0,"S","M","31","Work","8/18/1966","53"
27186,"Enoch","Fuhri",6,0,"S","M","20","Work","3/9/1974","54"
27187,"Rona","Vacchiano",0,2,"S","M","19","Work","9/7/1971","67"
27188,"Denyse","Manon",2,0,"S","M","29","Work","3/30/1968","50"
27189,"Aliza","Erfert",2,0,"M","M","12","Leisure","9/27/1973","70"
27190,"Quinn","Nhek",6,3,"S","F","8","Work","8/19/1989","78"
27191,"Gertrudis","Rixie",5,0,"S","M","28","Leisure","9/12/1985","55"
27192,"Devin","Castine",2,0,"S","M","29","Work","11/14/1997","53"
27193,"Vicky","Schweer",0,1,"S","F","36","Work","5/4/1965","33"
27194,"Vernon","Hamman",0,1,"S","M","27","Work","12/28/1995","21"
27195,"Vernon","Lanman",1,0,"S","M","30","Work","12/23/1974","67"
27196,"Antonio","Martes",5,2,"S","F","3","Leisure","8/29/1980","64"
27197,"Mao","Mciver",0,2,"M","M","13","Work","1/15/1996","37"
27198,"Reina","Teto",6,1,"S","M","12","Work","8/21/1981","49"
27199,"Kitty","Zagami",0,1,"S","M","24","Leisure","8/31/1971","70"
27200,"Megan","Fannings",3,0,"M","M","39","Work","6/27/1983","47"
27201,"Moses","Hogon",0,0,"S","M","32","Work","1/23/1984","29"
27202,"Katharina","Kozikowski",6,2,"S","F","4","Work","5/6/1976","39"
27203,"Adriane","Duvall",1,0,"M","M","11","Work","6/22/1995","20"
27204,"Eula","Klimaszewski",1,1,"S","M","20","Leisure","5/7/1996","72"
27205,"Ngan","Palitti",2,0,"S","F","6","Work","7/2/1997","24"
27206,"Floria","Bolander",4,0,"M","M","23","Work","5/23/1984","85"
27207,"Juan","Gottlieb",3,1,"S","F","13","Leisure","8/3/1996","8"
27208,"Marcelo","Hruby",6,0,"S","M","34","Leisure","1/29/1961","49"
27209,"Elenora","Igbinosun",2,0,"M","M","15","Leisure","6/9/1953","56"
27210,"Monet","Maaske",6,0,"S","M","8","Leisure","3/3/1990","51"
27211,"Audrie","Hardimon",3,1,"M","F","25","Work","6/30/1993","58"
27212,"Barbra","Sylvain",3,0,"S","F","39","Work","10/14/1972","48"
27213,"Elin","Kinslow",0,0,"S","F","13","Work","11/22/1980","80"
27214,"Philomena","Fronek",2,0,"D","F","4","Work","2/7/1962","42"
27215,"Monnie","Rittenberry",4,0,"S","F","40","Work","6/1/1969","65"
27216,"Stanford","Futterman",0,1,"S","M","36","Work","1/9/1991","45"
27217,"Coralee","Makowski",1,0,"S","M","2","Work","7/19/1999","2"
27218,"Mohammed","Cantv",3,1,"M","F","26","Work","8/25/1993","65"
27219,"Alvaro","Dingman",5,0,"S","M","37","Work","5/18/1963","67"
27220,"Micha","Ghosn",0,0,"S","F","17","Work","5/18/1970","64"
27221,"Marcela","Moatz",0,0,"S","F","28","Work","6/20/1980","21"
27222,"Evia","Hubel",1,1,"S","M","29","Work","5/10/1992","34"
27223,"Shonda","Kaeding",3,0,"S","F","14","Leisure","5/6/1993","36"
27224,"Johnsie","Defino",2,0,"S","M","21","Work","8/22/1996","76"
27225,"Minerva","Gory",5,1,"S","F","34","Work","1/18/1992","10"
27226,"Viki","Shadiack",1,0,"M","F","20","Work","11/17/1975","46"
27227,"Caitlyn","Steve",0,0,"S","M","21","Work","2/15/1981","51"
27228,"Reuben","Lashmet",3,0,"S","M","3","Leisure","11/5/1993","26"
27229,"Kayleigh","Wyne",2,0,"D","M","1","Work","9/3/1957","53"
27230,"Donn","Campos",3,0,"S","F","40","Leisure","3/9/1969","36"
27231,"Laquanda","Garve",4,0,"S","F","16","Work","1/12/1992","63"
27232,"Dale","Tuai",1,1,"M","M","23","Work","9/14/1997","50"
27233,"Eleanor","Cuaresma",5,1,"M","M","15","Work","11/30/1969","85"
27234,"Lashaunda","Comar",2,0,"S","M","30","Work","7/20/1951","83"
27235,"Viola","Donald",3,0,"M","F","18","Work","11/10/1985","77"
27236,"Hiram","Marzili",2,0,"S","M","19","Work","3/7/1954","64"
27237,"Pearly","Killings",2,0,"S","M","NULL","Leisure","NULL","77"
27238,"Bethann","Krob",1,1,"S","F","12","Work","12/31/1995","19"
27239,"Renna","Mcchain",3,1,"M","F","NULL","Work","NULL","2"
27240,"Lyndsey","Rickers",0,2,"S","F","25","Leisure","7/20/1972","41"
27241,"Omega","Rubottom",4,0,"S","F","3","Work","5/11/1984","87"
27242,"Devin","Berth",1,0,"S","F","35","Work","5/9/1963","85"
27243,"Dick","Starowitz",6,1,"S","F","14","Work","1/31/1962","52"
27244,"Twanna","Gossen",0,0,"S","F","26","Work","3/9/1978","20"
27245,"Venus","Theriot",2,0,"M","M","28","Work","1/6/1957","75"
27246,"Chi","Kirkendall",2,0,"S","F","14","Work","1/15/1948","78"
27247,"Myrtis","Luckenbach",4,2,"S","M","11","Work","5/6/1964","82"
27248,"Emilie","Bozych",0,0,"S","F","17","Leisure","1/6/1961","61"
27249,"Sharee","Buhite",6,0,"S","F","4","Work","6/2/1971","69"
27250,"Lizette","Ceman",3,0,"S","F","10","Work","5/1/1961","83"
27251,"Alva","Charest",2,0,"S","M","38","Leisure","12/9/1979","78"
27252,"Layla","Cousens",2,0,"D","F","39","Leisure","10/30/1969","55"
27253,"Kasha","Sadin",3,1,"S","M","10","Work","12/19/1988","68"
27254,"Lynn","Obenshain",1,1,"M","M","25","Work","5/1/1990","68"
27255,"Jaunita","Ferraraccio",2,0,"S","F","5","Work","7/23/1988","7"
27256,"Mathew","Viars",5,0,"D","M","28","Work","6/7/1962","85"
27257,"Vanesa","Balck",3,1,"S","M","7","Work","6/5/1994","66"
27258,"Sheila","Chasin",0,1,"M","M","27","Work","12/1/1994","77"
27259,"Audry","Truby",0,2,"M","F","23","Work","10/8/1994","20"
27260,"Cleotilde","Butterfield",0,0,"S","F","24","Work","11/28/1992","77"
27261,"Gertrud","Contorno",3,0,"S","M","34","Work","9/3/1989","86"
27262,"Ellen","Rennels",2,0,"S","F","2","Work","12/15/1960","43"
27263,"Kindra","Rakoczy",2,0,"S","M","21","Work","6/5/1961","59"
27264,"Tomi","Larrea",0,0,"S","M","3","Leisure","12/11/1954","84"
27265,"Letty","Swait",3,0,"M","F","15","Work","6/24/1962","30"
27266,"Mina","Viloria",6,0,"S","F","3","Leisure","10/2/1976","58"
27267,"Angelita","Kellerhouse",4,0,"S","M","27","Work","6/13/1979","77"
27268,"Marquis","Cua",5,0,"S","M","25","Work","4/6/1968","72"
27269,"Berta","Mckaskle",3,0,"S","M","40","Work","6/14/1986","63"
27270,"Alfred","Muthana",5,1,"M","F","3","Work","11/1/1960","49"
27271,"Loralee","Veldkamp",1,0,"D","M","2","Work","6/10/1963","85"
27272,"Reid","Mcnair",6,3,"S","F","18","Leisure","11/9/1989","12"
27273,"Laurine","Sellmeyer",3,0,"D","M","27","Work","11/18/1987","75"
27274,"Ivelisse","Olverson",6,0,"S","F","23","Work","3/17/1981","66"
27275,"Adele","Nunnelley",3,1,"S","M","8","Work","2/18/1975","85"
27276,"Brande","Bobo",3,0,"S","M","1","Work","8/24/1991","18"
27277,"Nakisha","Sipple",3,0,"S","F","32","Work","9/8/1989","68"
27278,"Lara","Ikzda",2,0,"S","M","20","Work","2/18/1980","64"
27279,"Kevin","Ried",5,0,"M","M","30","Work","5/22/1988","38"
27280,"Francisco","Solivan",4,1,"S","M","38","Work","6/27/1950","64"
27281,"Dale","Janitz",1,0,"M","M","3","Work","4/26/1963","78"
27282,"Isaiah","Gogan",0,2,"S","F","5","Work","2/15/1993","81"
27283,"Ernest","Hutti",5,2,"S","F","31","Work","1/6/1988","76"
27284,"Kali","Labove",0,1,"M","F","9","Work","10/31/1972","63"
27285,"Josphine","Mohs",2,0,"S","M","15","Work","8/24/1996","65"
27286,"Marjorie","Shows",2,0,"S","M","NULL","Work","NULL","9"
27287,"Daniel","Sobina",1,0,"S","M","NULL","Work","NULL","60"
27288,"Jeffery","Stavrides",4,1,"M","M","3","Leisure","11/2/1986","48"
27289,"Rheba","Cardiel",2,0,"S","F","37","Work","9/20/1985","14"
27290,"Gerard","Fialkowski",0,1,"S","M","22","Work","1/15/1958","84"
27291,"Evalyn","Setterberg",1,1,"M","M","1","Work","8/5/1995","87"
27292,"Shizue","Maigret",2,0,"S","M","9","Work","8/22/1997","59"
27293,"Adina","Marani",5,0,"M","M","35","Work","3/1/1989","13"
27294,"Kimber","Stensland",1,0,"M","F","6","Work","2/3/1994","1"
27295,"Jacquelyne","Merced",1,1,"S","F","15","Work","1/20/1997","76"
27296,"Raymonde","Dupray",4,2,"S","M","9","Leisure","3/23/1977","43"
27297,"Adelia","Shintaku",1,0,"M","M","26","Work","8/31/1986","28"
27298,"Stephania","Lantgen",0,0,"S","F","14","Work","11/18/1996","10"
27299,"Shoshana","Natali",4,0,"S","M","40","Work","12/22/1977","81"
27300,"Claribel","Kendal",4,0,"S","M","11","Work","10/21/1979","55"
27301,"Ines","Ciafardoni",5,3,"M","M","10","Work","10/3/1980","14"
27302,"Mistie","Goeser",3,0,"S","M","9","Work","3/14/1954","39"
27303,"Cassey","Krawchuk",6,2,"S","M","10","Work","5/16/1969","54"
27304,"Glenn","Gesell",3,0,"M","M","28","Work","6/18/1992","57"
27305,"Tajuana","Bawcombe",5,0,"S","F","20","Work","8/27/1967","65"
27306,"Shaniqua","Twombley",2,0,"M","M","9","Work","12/5/1970","71"
27307,"Janean","Westra",5,3,"S","M","18","Work","1/20/1992","8"
27308,"Lien","Atterberry",2,0,"S","M","11","Leisure","12/20/1964","46"
27309,"Kesha","Blount",3,1,"S","M","NULL","Leisure","NULL","31"
27310,"Toccara","Gursky",0,2,"S","M","20","Work","2/26/1988","46"
27311,"Kacy","Pullen",6,0,"S","M","18","Work","11/28/1989","67"
27312,"Sheldon","Brotzman",5,2,"M","M","3","Leisure","6/26/1997","42"
27313,"Mose","Callon",1,0,"S","M","15","Work","9/17/1963","46"
27314,"Maurice","Klages",1,0,"S","M","38","Work","8/12/1976","73"
27315,"Rosalind","Didway",0,0,"M","F","37","Work","6/11/1969","68"
27316,"Fae","Foglio",2,0,"M","M","28","Work","11/5/1976","57"
27317,"Gwen","Heyveld",5,3,"S","M","2","Work","11/28/1983","55"
27318,"Teresita","Tenner",0,0,"S","F","5","Leisure","4/20/1996","38"
27319,"Lynda","Bonow",2,0,"M","F","4","Work","11/5/1975","71"
27320,"Jamaal","Fankhauser",6,1,"S","M","5","Work","1/29/1963","63"
27321,"Kum","Ryu",4,2,"M","F","18","Work","4/17/1955","46"
27322,"Herschel","Szopinski",2,0,"S","M","19","Work","3/25/1964","33"
27323,"Chung","Granath",2,0,"S","M","40","Work","1/8/1979","87"
27324,"Racheal","Murillo",1,0,"M","M","40","Work","5/4/1964","45"
